0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.9416123564429089,0.9290790583969006,0.9159037259557297,0.8972520412057572,0.882998116825598,0.8729191370645231,0.8615818814246177,0.8608901390506369,0.8707990440657201,0.880769179421445,0.9051193802353732,0.927293592128845,0.9403530616195102,0.9464730062850506,0.9573849655121991,0.9618254618044875,0.9717977165062999,0.9721215212719618,0.9721215212719618,0.9721203085468757,0.97048603522196,0.9612797087122573,0.9649135024414639,0.9582718846603584,0.9581649572512478,0.9587007349368413,0.9704669298154671,0.9857253733046887,0.9982123626174848,1.0000000000000002,0.9942723282497521,0.981486138365592,0.9684958819543514,0.9585480060291307,0.9593748167066274,0.9644666068500525,0.9330306936295207,0.8841865141627874,0.8320906622641313,0.7799861565867994,0.7278816509094674,0.6757771452321351,0.6236726395548029,0.5715681338774705,0.5194661883975429,0.46992050999704116,0.4285616649832027,0.37710650675481583,0.3252245757524508,0.28209082041018196,0.2347339347694215,0.18292846185600875,0.14062679246116394,0.10984879716835794,0.12280625885508578,0.16195769184123354,0.2133496573458118,0.265418163796987,0.3121335195208632,0.35586817748318067,0.40781111603442666,0.4599156217117588,0.5120192852188923,0.5624315698549072,0.6034600396701559,0.6543770804003737,0.7064808112811234,0.7570090667221521,0.7979962771897025,0.8464493815529275,0.887151026882196,0.9239112819275148,0.9428081446177707,0.940167591474552,0.9305961567718481,0.9294611455122446,0.9180952605958248,0.9050341285742827,0.8891525500257706,0.8725780049022818,0.8566493652953107,0.8394468629478296,0.826372156901839,0.8187501245885931,0.8242608342101698,0.8372777550112664,0.8552575671040914,0.8804370241860828,0.9005734237119596,0.9150951928443376,0.9300356181239142,0.9363961324645638,0.944108507389487,0.9459014564420494,0.9562661648564659,0.9465976855138265,0.9442129706495106,0.9442083932305343,0.9442129706495106,0.9465491896426792,0.950516981952876,0.9508678532669592,0.9493220076146927,0.9576488076767442,0.9513988103309672,0.9479666789732766,0.9606193347256389,0.9715689063241102,0.9722048059534216,0.9789011035209383,0.9776585865573717,0.964867752398616,0.9553097263413617,0.9458990617706242,0.9588648734812752,0.9605854898073527,0.9252919888491344,0.8748899497574552,0.8227862862503217,0.7706843407703945,0.7211386623698928,0.6797798173560541,0.6283246591276679,0.5762203218843753,0.524115816207043,0.4720168858243956,0.4235774498566527,0.3813382385534929,0.32965435751842764,0.2775498518410957,0.2266328111108784,0.18560434129563008,0.1351920566596143,0.08313382326816687,0.03779645364520068,0.002082234317635212,0.0024253089179180343,0.03806194617443537,0.08960145636214856,0.14170596203947916,0.19381046771681176,0.24591497339414414,0.2980194790714765,0.3501239847488091,0.4020979202893793,0.4458589936026136,0.49251103909847016,0.5445854434374231,0.5966899491147555,0.6482975330695808,0.6902432889429673,0.7390505403012975,0.7910365994850428,0.8352899490548233,0.8779484029670874,0.9138552947841545,0.9463530592998792,0.9579608095067902,0.9581649572512478,0.9581610495815249,0.9546763588101117,0.9419191509696658,0.9288564378434698,0.916852357444977,0.9057568903306443,0.8927726066269945,0.8780461474097205,0.8636556897173839,0.8704496277373315,0.8647504855469992,0.8845775703770633,0.9007182425842222,0.9174724234848901,0.9334528585461552,0.9534544853072824,0.9666211214355764,0.9720990546223354,0.9745712274715104,0.9766996989187342,0.9852940171939271,0.985916518166589,0.9775466704515747,0.972272328816447,0.9790587332505434,0.9773090645452387,0.9774241434766939,0.972165401407336,0.9721215212719618,0.9721217570796175,0.9728091856950669,0.9842366443360737,0.9969163423711949,0.9994822240137939,0.9911295216373921,0.9981424725174344,0.9878662826108278,0.981372999732008,0.9723651524419334,0.9764534404286935,0.9883833777063724,0.9732686666665884,0.923609694987449,0.8826181429085775,0.8320898874675484,0.7799861565867989,0.7278816509094665,0.6766471851796172,0.635471987649483,0.5855221586590587,0.5334201922208526,0.4813156865435202,0.4296844395641315,0.38806447639122,0.3389510988434854,0.2868542278549042,0.23474972217757362,0.18264521650024124,0.13054071082290886,0.07845097770664644,0.03060937677840747,0.0,0.00840337485948739,0.05311030857487964,0.09472690306699594,0.14635815004638464,0.19846265572371702,0.2503754279994992,0.2936799536339405,0.3408435785624553,0.39292411441233255,0.4450286200896634,0.497120395628619,0.5451359657344954,0.5876688184567147,0.6394900787782791,0.6915938770326446,0.7422381032786871,0.7831930408024512,0.8333024258256032,0.8741532529167129,0.9095390552028133,0.9351169020535897,0.9530953362467749,0.9550249711845382,0.9447422507680747,0.9425713870313308,0.9310814561724199,0.9201953096650779,0.9072134683829727,0.8927829323916086,0.87451595002957,0.859416381264259,0.8471606538247578,0.8519376953255728,0.8603074419801635
